,q1AgeBeginCoding,q2Age,q3Gender,q4Education,q5DegreeFocus,q6LearnCodeUni,q6LearnCodeSelfTaught,q6LearnCodeAccelTrain,q8JobLevel,q9CurrentRole,q10Industry,q12JobCritPrefTechStack,q12JobCritCompMission,q12JobCritCompCulture,q12JobCritWorkLifeBal,q12JobCritCompensation,q12JobCritProximity,q12JobCritPerks,q12JobCritSmartPeopleTeam,q12JobCritImpactwithProduct,q12JobCritInterestProblems,q12JobCritFundingandValuation,q12JobCritStability,q12JobCritProfGrowth
14987,2,3,0,5,2,1,1,1,4,9,13,1,0,1,1,1,0,1,1,1,1,0,0,1
14988,4,4,0,5,1,1,1,0,4,9,14,1,1,1,1,1,0,1,1,1,1,0,0,1
14993,4,5,0,6,1,1,0,1,6,11,14,1,1,1,1,0,0,0,0,0,0,0,0,0
14994,4,3,1,7,1,1,0,0,4,12,0,0,0,0,1,0,0,0,0,0,1,0,0,1
14995,3,4,0,7,1,1,0,0,5,19,8,0,0,1,0,0,0,0,1,0,0,0,0,1
14996,3,4,0,7,1,1,1,0,4,14,14,0,1,1,1,0,0,1,0,0,1,0,1,1
14997,2,3,0,5,2,1,1,0,4,4,5,1,0,0,1,0,0,0,0,0,0,0,0,1
14998,4,4,0,7,2,1,1,1,5,7,14,0,1,0,1,0,0,0,1,0,0,0,0,0
15000,2,4,0,7,1,1,1,1,4,4,8,1,0,1,1,0,0,0,1,0,0,0,0,0
15002,3,3,0,5,1,1,1,0,4,5,14,0,0,1,1,1,0,1,0,0,0,0,0,1
15003,3,3,0,3,2,0,1,0,2,3,12,0,0,1,1,0,0,1,1,1,0,0,0,0
15005,3,4,0,3,1,0,1,0,5,7,14,0,0,1,0,0,0,0,0,1,0,0,0,1
15007,3,3,0,7,1,0,1,0,5,4,11,0,0,0,1,0,0,0,0,1,0,0,0,1
15009,4,3,0,5,2,0,1,0,2,3,14,0,0,0,0,0,0,0,1,0,1,0,0,1
15012,3,3,0,5,2,1,1,0,5,5,5,0,0,0,0,0,0,0,1,0,1,0,0,1
15015,3,3,0,5,2,1,1,0,2,9,0,0,0,0,1,0,0,0,1,0,0,0,0,1
15016,2,3,0,5,1,1,1,0,2,9,5,0,0,0,1,0,0,0,0,0,0,0,0,1
15018,2,3,0,5,1,1,1,0,4,9,14,0,0,0,1,0,0,0,0,0,1,0,0,1
15019,4,4,0,5,1,0,1,0,4,9,5,0,0,0,0,1,0,0,0,0,1,0,0,1
15020,4,3,0,5,1,1,0,0,4,10,14,0,0,1,0,1,0,0,0,0,0,0,0,1
15023,4,4,1,2,2,0,1,0,5,1,14,1,0,1,1,1,1,0,1,0,1,0,0,1
15024,3,4,0,7,1,1,0,0,4,1,12,0,0,0,1,1,0,0,0,0,0,0,0,1
15028,3,4,0,3,1,1,1,0,5,3,5,1,0,0,0,1,0,0,0,0,0,0,0,1
15030,4,4,0,5,1,1,1,0,5,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1
15035,2,4,0,5,1,1,1,0,5,9,14,0,0,1,0,1,0,0,0,0,1,0,0,0
15037,3,4,0,5,1,1,0,0,7,3,14,0,0,0,0,0,0,0,1,0,1,0,0,1
15039,3,3,1,5,1,1,0,0,4,4,14,0,0,1,0,0,0,0,0,0,1,0,0,1
15042,4,4,0,7,1,1,0,0,5,4,14,0,0,1,1,1,0,0,0,0,1,0,1,0
15044,3,3,0,5,1,1,1,1,4,9,14,0,0,0,0,0,0,0,1,1,1,0,0,0
15045,4,4,0,7,1,1,1,0,5,9,14,0,0,0,1,0,0,0,0,0,1,0,1,1
15047,3,4,0,5,1,1,1,0,5,9,14,1,0,0,0,0,0,0,1,0,1,0,0,0
15050,3,3,0,5,1,1,1,0,4,13,5,0,0,0,1,0,0,0,1,0,0,0,0,1
15053,3,4,1,5,1,1,0,0,5,9,5,0,0,0,1,0,0,0,0,0,1,0,0,1
15055,3,3,0,5,1,0,1,0,4,9,14,1,0,0,0,1,0,0,0,0,1,0,0,0
15056,3,3,1,5,2,0,1,0,4,9,14,0,0,0,1,0,0,0,1,0,0,0,0,1
15064,4,3,1,5,2,0,1,0,5,1,14,0,0,1,1,1,0,0,0,1,1,1,0,1
15066,3,3,0,5,1,1,1,0,4,2,14,1,0,0,1,0,0,0,0,0,0,0,0,1
15069,3,3,0,5,1,1,1,0,4,1,14,1,1,1,0,1,0,0,1,0,0,0,0,1
15072,4,5,0,5,1,0,1,1,7,15,14,0,0,1,1,1,0,0,0,0,1,0,0,1
15077,3,3,1,5,2,1,0,0,4,9,5,0,0,0,1,0,0,0,0,0,1,0,0,1
15078,3,4,0,5,1,1,1,0,6,11,5,1,0,1,1,1,1,0,1,0,1,0,1,1
15079,4,4,0,7,2,1,1,0,5,9,5,0,0,0,1,1,0,0,0,0,0,0,0,1
15080,3,4,0,5,1,0,1,0,5,4,8,1,1,1,1,1,0,1,1,1,1,0,0,1
15081,4,3,0,5,1,1,1,0,4,3,12,0,0,0,1,1,0,0,1,0,0,0,0,1
15083,3,3,0,5,1,0,1,0,4,4,14,0,0,1,0,0,0,0,1,1,1,0,0,1
15084,3,3,0,5,1,1,0,0,2,16,14,0,1,1,1,0,0,0,0,0,0,0,0,0
15085,3,3,1,5,1,0,1,0,4,4,15,0,0,0,0,0,0,0,0,1,1,0,0,1
15086,3,3,0,5,2,1,1,0,4,4,12,1,0,0,0,0,0,0,0,0,1,0,0,1
15088,2,4,1,6,1,1,0,0,5,7,4,0,0,1,1,1,0,1,1,1,0,0,0,1
15089,3,3,0,6,1,1,0,0,4,9,0,1,0,1,0,0,0,0,0,0,0,0,0,1
15090,4,4,0,5,1,1,1,0,5,7,14,0,0,1,1,0,0,0,0,0,0,0,1,1
15093,4,3,0,7,1,1,0,0,4,3,14,0,0,1,0,0,0,0,1,0,0,0,0,1
15095,4,4,0,5,1,1,0,0,5,4,2,1,1,1,1,0,0,1,1,0,1,0,0,1
15097,3,3,0,5,1,1,1,0,5,9,5,0,0,0,0,1,0,0,0,1,0,0,0,1
15105,3,4,0,5,1,0,1,0,4,5,12,0,0,1,1,0,0,0,0,0,1,0,0,0
15106,3,5,0,5,1,1,1,0,5,9,3,0,0,1,0,0,0,0,0,0,1,0,0,1
15107,3,3,0,5,1,1,1,0,4,9,14,1,0,1,1,0,0,0,1,0,1,0,0,1
15110,3,3,0,5,1,1,0,0,2,19,14,0,0,0,0,0,0,0,1,0,1,0,0,1
15112,2,3,0,5,1,1,0,0,4,9,14,1,0,0,0,0,0,0,0,0,1,0,0,1
15114,3,4,1,7,1,1,0,0,4,9,14,0,0,0,1,0,0,0,0,0,1,0,0,1
15116,3,4,1,5,2,1,1,0,5,9,14,0,0,1,1,1,0,1,1,1,1,0,0,1
15117,2,3,1,6,1,1,0,0,4,3,5,0,1,1,1,1,1,1,1,1,1,0,1,1
15120,3,3,0,5,1,0,1,0,5,4,5,0,0,0,1,1,0,0,0,0,1,0,0,0
15121,4,3,0,7,1,0,1,0,7,9,14,0,0,0,1,0,0,0,1,0,0,0,0,1
15122,3,3,0,5,1,1,0,0,4,7,17,0,1,1,1,1,0,1,1,1,1,0,0,0
15125,3,3,0,5,1,0,1,0,2,9,14,0,0,1,1,0,0,0,0,0,0,0,0,1
15126,3,4,1,5,1,1,0,0,5,9,14,0,0,0,1,0,0,0,0,0,1,0,0,1
15127,3,4,0,5,1,1,0,0,5,9,8,0,0,1,0,0,0,0,0,0,1,0,0,1
15128,3,3,1,5,2,1,1,0,4,3,2,1,0,0,1,0,0,0,1,0,1,0,0,1
15134,3,4,0,5,1,1,0,0,5,4,5,0,0,0,1,0,0,1,0,0,0,1,0,1
15135,2,3,0,5,1,1,1,0,2,1,14,1,0,0,0,0,0,0,1,0,1,0,0,1
15136,2,4,1,7,1,1,0,0,4,4,14,0,0,0,1,1,0,1,0,1,1,0,0,1
15139,2,4,0,7,1,1,1,0,5,4,14,1,1,1,1,1,1,1,1,1,1,0,0,1
15140,4,5,0,5,2,1,1,0,7,11,14,1,0,1,0,0,0,0,0,0,0,0,1,0
15142,3,3,0,3,2,1,1,0,2,9,14,0,1,0,1,0,0,0,0,0,1,0,0,0
15148,3,3,0,5,1,1,0,0,4,4,14,1,0,0,0,0,0,0,0,1,0,1,0,0
15152,3,4,1,5,1,1,1,0,5,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1
15154,4,3,0,7,1,1,1,1,4,1,14,0,0,1,1,0,0,0,1,0,0,0,0,1
15155,4,4,0,5,1,1,1,0,5,9,14,0,0,0,0,1,0,0,1,0,1,0,0,0
15156,3,3,0,5,1,1,0,0,4,9,14,0,0,1,0,0,0,0,0,0,1,0,0,1
15158,3,3,1,7,1,0,1,0,4,9,14,1,0,1,1,1,0,0,1,1,1,0,0,0
15160,3,3,0,3,1,0,1,0,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1
15168,3,3,0,5,1,0,1,0,4,17,14,0,1,0,0,1,0,0,1,1,0,0,0,1
15172,3,4,0,7,1,1,0,0,5,9,14,1,0,0,0,0,0,0,0,0,1,0,0,1
15173,3,3,1,5,1,1,0,0,4,9,0,1,0,0,1,1,0,0,0,0,0,0,0,0
15174,2,4,0,5,2,1,0,0,4,9,14,0,0,0,1,1,0,0,0,1,1,0,0,1
15175,3,4,0,3,1,0,1,0,5,2,14,0,0,1,1,0,0,1,1,1,1,0,0,1
15178,3,3,0,5,1,0,1,0,4,9,14,0,0,0,1,0,0,0,1,0,0,0,0,1
15179,3,3,0,5,1,1,0,0,4,9,14,0,0,0,1,0,0,0,1,0,1,0,0,0
15180,3,4,0,5,1,1,1,0,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15181,3,3,0,5,1,1,1,0,4,15,14,1,0,1,0,1,0,0,0,0,0,0,0,0
15185,3,4,1,7,1,1,0,1,5,8,2,0,0,1,1,1,0,0,0,0,0,0,0,0
15187,3,3,0,5,1,1,0,0,2,9,14,1,0,0,1,0,0,0,0,0,1,0,0,0
15188,3,3,1,3,1,0,1,0,4,9,14,0,0,0,0,0,0,0,1,0,1,0,0,1
15193,4,3,1,5,1,0,1,0,4,9,3,0,0,0,1,0,0,0,1,0,1,0,0,0
15194,3,3,0,6,1,0,1,0,4,19,14,0,0,0,1,1,0,0,0,0,1,0,0,0
15209,4,3,0,5,1,0,1,0,4,9,14,0,0,0,1,0,0,0,0,0,1,0,0,1
15210,3,4,1,5,2,0,1,0,5,7,0,0,0,0,1,0,0,0,0,0,1,0,0,1
15216,3,3,0,3,1,0,1,0,5,12,14,0,1,0,0,0,0,0,0,0,1,0,0,1
15217,3,4,0,7,1,1,1,0,5,7,2,0,0,0,0,1,1,0,1,0,0,0,0,0
15219,2,4,0,5,2,0,1,0,5,7,2,1,0,0,0,1,0,1,0,1,1,0,0,1
15221,4,4,0,5,1,0,1,0,5,4,14,1,0,0,1,1,0,0,0,0,0,0,0,0
15231,3,3,0,5,2,0,0,0,2,7,1,1,0,0,0,0,0,0,0,0,1,0,0,1
15234,3,3,0,5,2,1,0,0,2,9,14,0,0,0,0,0,0,0,1,0,0,0,0,0
15238,3,3,0,5,2,1,0,0,4,3,14,0,0,0,1,0,0,0,1,0,1,0,0,0
15240,3,3,1,5,1,1,1,0,2,9,14,0,0,0,1,1,0,0,0,0,0,0,0,1
15242,3,6,0,5,1,1,1,0,9,4,14,1,0,0,0,1,0,0,1,0,0,0,0,1
15245,3,4,0,5,1,1,1,0,6,11,14,0,0,1,0,0,0,0,1,0,1,0,0,0
15246,3,2,0,5,1,0,1,0,4,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0
15250,3,4,1,7,1,1,1,1,5,1,12,0,0,0,1,0,0,0,0,1,0,0,0,1
15251,3,3,0,5,1,1,1,0,4,10,14,1,0,1,1,1,0,1,1,1,1,0,0,1
15255,3,3,0,5,1,0,1,0,10,7,14,0,0,0,0,0,0,0,1,1,1,0,0,1
15257,4,3,0,5,1,1,0,0,2,9,14,0,1,0,1,0,0,0,0,0,0,0,0,1
15262,4,4,0,7,1,1,1,0,5,4,2,0,0,0,1,1,0,1,1,1,0,0,0,1
15267,4,4,0,7,1,1,1,1,5,9,14,0,0,0,1,0,0,0,0,0,1,0,0,1
15269,5,4,0,7,1,1,1,0,7,11,14,0,1,1,0,0,0,0,1,0,0,0,0,1
15270,1,3,0,5,1,1,0,0,5,2,5,0,0,0,1,0,0,0,0,0,0,0,1,1
15272,3,3,0,7,1,1,0,0,4,9,14,0,0,0,0,0,0,0,1,0,0,0,0,0
15285,3,3,0,2,1,1,1,0,4,4,14,1,0,1,0,1,0,0,0,0,1,0,0,1
15286,3,4,0,5,1,1,1,0,5,4,5,1,1,1,1,1,1,0,0,0,0,0,0,1
15288,4,4,0,5,1,1,1,0,5,1,14,0,0,0,0,0,0,0,1,1,1,0,0,0
15290,3,3,1,5,1,0,1,0,4,7,14,0,1,0,0,0,0,0,0,0,1,0,0,1
15300,3,4,0,7,1,1,0,0,5,9,0,0,0,0,0,0,0,0,1,0,1,0,0,1
15304,4,4,1,7,1,0,1,0,5,4,8,1,0,1,1,1,1,1,1,1,1,1,1,1
15308,4,4,0,5,2,0,1,0,4,7,14,1,0,1,1,0,0,1,1,0,1,0,0,1
15314,3,4,0,5,1,1,1,0,5,3,14,0,0,0,1,1,0,0,1,1,0,0,0,0
15315,4,3,0,5,1,1,0,0,6,4,3,1,0,0,0,0,0,0,1,0,0,0,0,1
15319,4,4,0,7,1,0,1,0,6,5,3,0,0,0,1,1,0,0,0,0,0,0,0,1
15321,3,3,0,5,1,1,1,0,2,3,14,0,0,1,1,0,0,0,0,0,0,0,0,1
15322,2,4,0,7,1,1,1,0,4,9,2,0,0,0,1,0,0,0,0,0,0,0,1,1
15324,3,3,0,5,1,1,1,0,4,10,0,0,0,0,1,1,0,1,0,0,0,0,0,0
15328,4,4,0,7,1,1,0,0,5,3,14,0,0,0,0,1,0,0,1,0,0,0,0,1
15333,3,3,1,5,1,1,1,0,2,9,2,0,0,0,1,0,0,0,0,0,1,0,0,1
15335,3,4,0,5,1,1,1,0,5,3,14,1,0,1,0,0,0,0,1,0,0,0,0,0
15345,3,4,1,7,1,1,0,0,6,9,13,0,0,1,1,1,0,0,1,1,0,0,0,1
15353,3,4,1,5,1,1,0,0,4,5,14,0,0,1,1,0,0,0,0,0,0,0,0,1
15354,4,4,0,5,2,0,1,0,4,17,5,0,0,1,0,1,0,0,0,0,0,0,0,1
15355,3,3,0,7,1,1,1,0,4,4,3,0,0,1,0,0,0,0,1,0,0,0,0,1
15356,3,3,0,5,1,1,1,0,4,3,14,1,0,0,1,0,0,0,1,0,0,0,0,0
15358,1,3,0,6,1,0,1,0,4,1,3,1,1,0,1,0,0,0,0,0,1,1,1,0
15360,3,3,0,5,1,1,0,0,5,3,14,0,0,1,0,1,0,0,1,0,1,1,0,1
15365,3,3,0,5,1,1,1,1,5,4,8,0,0,0,0,0,0,0,1,0,0,0,0,0
15370,3,4,0,5,1,1,0,0,5,9,14,1,0,0,0,0,0,0,1,0,0,0,0,1
15371,3,2,1,5,1,1,0,0,10,9,14,0,0,0,0,0,0,0,0,0,1,0,0,1
15372,4,3,0,5,1,0,1,1,4,9,14,0,0,0,0,0,0,0,0,1,1,0,0,1
15373,3,3,0,5,2,0,1,0,4,1,14,0,0,1,1,0,0,0,0,0,0,0,0,1
15382,3,3,0,7,1,1,0,0,2,9,14,0,0,1,1,0,0,1,1,0,0,0,0,0
15384,3,3,0,5,1,1,1,0,4,14,14,0,0,0,0,1,0,0,0,0,1,0,0,1
15386,3,3,0,5,1,1,0,0,4,9,14,1,1,1,1,0,0,1,1,0,0,0,1,1
15390,1,3,1,6,1,1,1,0,4,7,14,0,0,0,1,0,1,0,1,0,1,0,0,1
15397,3,4,0,5,1,1,1,1,5,2,14,1,0,0,0,1,0,0,0,0,0,0,0,1
15401,3,3,0,5,1,0,1,0,5,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0
15404,4,4,0,5,1,1,1,0,2,4,14,1,0,0,1,1,0,0,0,0,0,0,0,0
15405,3,3,1,5,1,0,1,0,4,4,14,0,0,0,1,0,1,0,0,0,0,0,0,1
15410,3,3,0,5,1,1,1,0,5,9,12,0,0,0,1,1,0,0,1,0,0,0,0,0
15412,3,4,0,7,1,0,1,0,4,17,14,1,1,1,0,0,0,0,0,0,0,0,0,0
15414,3,3,0,3,1,0,1,0,5,9,5,0,0,0,1,0,0,0,1,0,1,0,0,0
15415,3,3,0,6,2,0,1,0,4,1,13,0,0,0,0,0,0,0,0,0,1,0,0,0
15420,3,3,0,3,1,0,1,0,2,9,3,0,1,0,0,0,0,0,1,0,0,1,0,0
15422,3,3,0,5,2,1,1,0,4,9,14,1,0,1,1,1,0,0,0,1,1,0,1,1
15423,3,4,0,5,2,1,1,0,7,11,14,1,1,1,1,0,1,0,1,0,1,0,0,1
15431,4,4,1,5,1,1,0,0,5,7,14,0,0,0,0,0,0,0,1,1,1,0,0,1
15433,3,3,0,5,2,0,1,0,4,4,14,0,0,0,1,1,0,0,1,1,0,0,0,0
15437,2,3,1,5,1,1,0,0,4,2,8,1,0,0,0,0,0,0,1,0,1,0,0,0
15439,3,3,1,5,1,1,0,0,4,4,12,0,0,0,1,1,0,1,0,0,0,0,0,0
15443,3,3,1,5,1,1,0,0,2,1,14,0,0,1,0,0,0,0,1,0,0,0,0,1
15444,3,3,0,7,2,1,0,0,4,1,13,0,1,0,0,0,0,0,1,0,0,0,0,1
15449,3,5,0,5,1,1,0,1,7,11,14,0,0,1,0,1,0,0,0,0,0,0,0,1
15451,3,3,0,5,1,1,1,0,5,9,14,0,0,0,0,1,0,0,1,0,0,0,0,1
15453,2,4,0,5,1,1,1,0,5,4,14,0,1,1,1,1,1,0,0,1,1,0,0,1
15454,4,4,0,7,1,0,1,0,5,9,14,0,0,0,1,0,0,0,1,0,0,0,1,0
15456,4,4,0,5,1,0,0,0,4,9,5,0,0,1,0,0,0,0,0,0,1,0,0,1
15466,3,4,0,5,1,1,1,0,10,11,14,0,0,0,1,0,1,1,0,0,0,0,0,0
15468,3,5,1,7,1,1,0,0,5,1,12,0,0,1,1,0,0,0,0,0,1,0,0,0
15469,4,3,0,5,1,1,1,1,5,9,4,1,1,1,0,0,0,0,1,0,1,1,1,1
15470,3,3,0,3,1,0,1,0,4,4,11,0,0,0,0,0,0,0,0,1,0,0,0,0
15477,4,4,0,7,2,0,1,0,5,9,14,0,0,0,0,0,0,0,0,0,0,0,1,0
15486,4,4,0,5,1,1,1,0,5,4,5,1,0,0,1,1,0,0,0,0,0,0,0,0
15489,3,3,0,5,1,1,1,0,4,1,14,0,1,0,0,0,0,0,1,0,0,0,0,1
15493,4,3,0,5,2,0,1,0,4,9,16,0,0,0,1,1,0,0,1,0,1,0,0,1
15495,3,3,0,5,1,1,0,0,4,4,5,1,0,0,0,1,0,1,1,0,0,0,0,1
15497,4,4,0,5,2,0,1,0,5,3,16,0,0,0,1,1,0,0,0,0,1,0,0,0
15503,3,3,1,6,2,1,0,0,4,9,2,0,0,0,0,0,0,0,0,1,1,0,0,1
15504,3,4,0,5,1,1,1,1,5,3,14,1,1,1,1,1,1,1,0,1,1,1,1,1
15508,3,4,0,7,1,1,1,0,5,9,14,0,0,1,0,0,0,1,0,0,1,0,0,0
15509,3,3,0,5,1,0,1,0,2,9,12,0,0,0,1,1,0,0,1,0,0,0,0,0
15510,3,3,0,5,1,0,1,0,10,3,5,0,0,0,0,0,0,1,1,1,0,0,0,0
15511,2,4,0,7,1,1,1,0,8,4,10,1,0,0,1,0,0,0,1,0,0,0,0,0
15512,2,3,0,5,1,1,0,0,2,19,3,0,0,0,0,0,0,0,1,0,1,0,0,1
15515,3,3,0,5,1,0,1,0,4,4,14,1,0,0,1,1,0,0,0,0,0,0,0,0
15517,3,4,0,7,1,0,1,0,4,4,14,0,1,1,1,0,0,1,0,0,1,0,0,1
15522,4,3,0,5,1,0,1,0,4,9,14,0,0,0,1,0,0,0,0,1,0,0,0,1
15523,3,4,0,5,1,1,1,0,4,9,14,1,0,0,1,0,1,0,0,0,0,0,0,0
15525,4,4,0,5,1,1,1,0,5,8,18,0,0,0,1,1,0,0,0,0,0,0,0,1
15526,3,3,0,5,1,1,0,0,4,4,14,1,0,0,0,0,0,0,0,1,1,0,0,0
15529,3,4,0,5,1,1,0,0,5,3,14,0,0,0,0,1,0,0,1,0,0,0,0,1
15530,4,4,0,5,1,1,1,0,5,4,8,0,0,0,1,1,1,0,0,0,0,0,0,0
15534,3,3,0,5,2,0,1,0,4,9,3,0,0,0,0,0,0,0,1,0,1,0,0,1
15538,3,4,0,5,1,1,1,0,5,3,14,0,0,1,1,0,0,0,0,0,0,0,0,1
15540,3,4,0,5,1,0,1,0,5,9,14,0,0,0,1,1,0,0,1,0,0,0,0,0
15542,4,4,0,7,2,1,0,0,5,9,14,0,0,0,1,1,0,0,0,0,0,0,0,1
15543,3,3,0,5,1,1,0,0,5,9,13,0,0,0,0,1,0,0,1,0,0,0,0,1
15549,3,3,0,5,2,1,0,0,4,9,14,0,0,0,1,1,0,0,1,0,1,0,0,1
15550,3,4,0,5,1,1,1,0,5,3,5,0,0,0,0,1,0,0,1,0,0,0,0,1
15553,5,4,0,5,1,0,1,0,4,12,14,1,0,0,1,1,0,0,1,0,1,0,0,1
15557,5,4,0,7,1,0,1,0,6,11,10,0,0,1,0,0,0,0,1,0,1,0,0,0
15559,3,3,1,5,1,1,1,1,5,4,2,0,0,0,1,1,0,1,1,0,0,0,0,1
15562,4,4,0,5,1,1,0,0,5,9,12,0,0,0,0,0,0,0,1,0,1,0,0,1
15563,3,4,0,5,1,1,1,0,5,9,14,1,0,1,1,0,0,1,0,0,0,0,0,0
15564,3,4,0,5,1,0,1,0,5,3,9,0,1,0,1,1,0,1,1,0,1,0,0,0
15565,3,4,0,5,1,0,1,0,7,3,14,0,0,1,0,1,0,0,0,0,0,0,0,1
15566,3,4,0,5,2,0,1,0,5,4,5,0,0,0,0,1,0,0,1,0,1,0,0,0
15568,3,3,0,5,1,1,1,0,4,4,14,1,0,0,0,0,0,0,0,0,0,0,0,0
15570,4,5,0,7,1,1,1,0,6,4,14,1,0,0,0,1,0,0,0,1,0,0,0,0
15571,3,3,0,5,1,1,0,0,4,1,14,1,0,1,1,1,1,0,0,1,1,0,0,0
15572,3,3,0,2,1,1,0,0,4,9,8,0,0,1,1,1,0,0,0,0,1,0,0,0
15578,4,4,0,5,1,0,0,0,4,2,14,0,0,0,1,1,0,0,0,0,1,0,0,0
15582,3,3,0,5,1,1,1,0,10,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1
15585,3,3,0,7,1,0,1,0,5,4,14,0,0,0,0,0,0,0,1,0,1,0,0,1
15586,3,3,0,5,2,1,0,0,2,4,14,1,0,1,1,1,0,1,1,0,1,1,0,1
15587,3,4,0,7,1,1,1,1,5,4,14,1,0,0,0,1,0,1,1,1,0,0,0,0
15589,3,4,0,5,2,1,1,0,5,9,2,0,0,0,0,1,0,0,0,0,1,0,0,1
15594,3,4,0,6,1,1,0,0,5,9,14,0,0,1,0,1,0,0,1,0,0,0,1,1
15595,4,4,0,7,1,0,1,0,5,3,14,0,0,1,0,0,0,0,0,0,0,0,0,0
15596,3,4,0,5,1,0,1,0,4,9,14,0,0,0,1,0,0,0,0,0,1,0,0,1
15597,3,4,0,6,1,1,0,0,5,9,14,0,0,0,1,0,0,0,0,0,0,0,1,1
15601,4,5,0,5,2,1,1,1,5,9,14,1,0,0,0,1,0,0,0,0,0,0,1,0
15615,3,3,0,7,1,1,0,0,8,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
15616,3,4,0,5,1,1,0,0,5,7,14,0,0,0,1,0,0,0,0,0,0,0,1,1
15625,2,2,0,3,1,0,1,0,5,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
15627,3,5,1,5,1,1,0,0,6,10,14,0,0,0,0,1,0,0,1,1,1,0,0,1
15639,1,3,0,5,1,1,1,0,5,7,14,1,1,1,1,1,1,1,1,1,1,0,0,1
15640,4,3,0,5,2,1,0,1,5,9,2,0,0,1,0,0,0,0,1,0,0,0,0,1
15641,4,4,1,5,2,0,1,0,4,10,14,1,0,0,1,0,0,0,0,0,0,0,0,1
15645,3,2,0,5,1,1,0,0,10,9,7,0,0,1,1,0,0,0,0,0,0,0,0,1
15648,3,3,0,6,1,0,1,0,2,19,0,1,0,0,1,0,0,1,0,0,0,0,0,0
15649,3,3,0,5,1,1,1,0,4,9,14,0,0,0,1,0,0,0,1,0,1,0,0,1
15650,3,4,0,5,1,1,1,0,5,4,14,0,0,0,1,1,1,0,0,0,0,0,0,0
15652,4,4,0,7,1,0,1,0,7,16,14,0,0,0,0,1,0,0,0,0,0,0,1,1
15655,3,3,0,5,1,0,1,0,2,5,12,0,0,0,1,1,0,0,0,0,0,1,0,0
15658,2,4,0,7,1,1,0,0,5,8,14,0,0,1,0,0,0,0,0,1,1,0,0,1
15661,2,4,0,5,1,0,1,0,5,4,14,1,0,1,0,1,0,0,0,0,0,0,0,0
15662,4,4,0,5,2,1,1,0,6,4,2,0,0,0,0,1,0,0,1,0,1,0,0,0
15663,2,4,0,5,1,1,0,0,5,3,13,0,0,1,1,1,0,0,0,0,0,0,0,0
15667,2,4,0,7,1,1,0,0,4,2,14,1,0,0,0,0,0,0,1,0,1,0,0,0
15668,4,4,0,7,2,0,1,1,4,10,4,0,0,0,1,0,0,0,1,0,1,0,0,0
15674,4,4,0,5,1,0,1,1,5,2,8,1,0,0,1,1,1,0,0,0,1,0,1,1
15675,3,4,0,7,1,1,1,0,5,2,14,0,0,0,1,0,0,0,0,1,1,0,0,0
15677,4,4,0,6,1,0,1,0,4,3,11,0,0,0,1,0,0,0,1,0,0,0,0,1
15679,4,4,0,5,2,1,0,0,4,9,14,0,0,0,1,0,0,0,0,0,1,0,0,1
15680,3,3,0,5,2,1,1,1,10,4,14,1,0,0,0,0,0,0,1,0,1,0,0,0
15682,4,4,0,5,1,0,1,1,5,4,14,0,1,1,0,0,0,1,1,0,0,0,1,1
15683,3,3,0,7,1,1,0,0,4,4,5,0,0,0,1,0,0,0,1,0,1,0,0,0
15685,3,4,0,5,2,1,1,0,5,13,14,0,0,0,1,0,0,0,1,0,1,0,0,0
15687,4,5,0,7,1,1,1,0,5,6,14,0,0,1,1,0,0,0,0,0,0,0,0,1
15689,3,4,0,5,2,0,1,0,5,2,10,1,0,0,1,1,0,0,0,0,0,0,0,0
15692,3,3,1,5,1,0,1,0,4,3,5,1,0,0,1,0,0,0,0,0,0,0,0,1
15694,4,5,0,7,1,1,1,0,6,11,5,1,0,1,1,0,0,0,0,0,0,0,0,0
15695,1,4,0,5,1,0,1,0,5,3,16,1,0,0,1,0,0,0,0,0,1,0,0,0
15696,3,4,0,7,1,1,1,0,5,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1
15698,4,3,0,5,2,0,1,0,4,4,14,0,0,0,1,0,0,0,0,0,0,1,1,0
15701,3,3,1,5,1,1,0,0,2,19,0,0,0,0,1,0,0,0,0,0,1,0,0,1
15703,3,3,1,5,1,1,0,0,4,9,14,0,0,0,0,0,0,0,1,0,1,0,0,1
15705,3,4,0,5,1,1,1,0,5,7,14,0,1,0,0,0,0,0,1,0,1,0,0,0
15706,3,3,1,5,1,0,1,0,4,3,14,0,0,1,1,0,0,0,0,0,0,0,0,1
15710,3,3,0,5,1,1,0,0,5,3,14,1,1,0,0,0,0,0,0,0,0,0,0,1
15711,3,3,0,5,1,1,0,0,4,1,14,0,0,0,1,1,0,0,0,0,0,0,0,1
15713,2,4,0,5,2,0,1,0,4,3,14,1,0,0,1,0,0,0,1,1,1,0,0,0
15718,4,4,1,5,2,1,0,0,5,9,14,0,0,1,0,0,1,0,0,1,1,0,0,1
